0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,0.06077348066298342,-0.27624309392265195,0.22099447513812154,-0.585635359116022,0.34806629834254144,-0.8066298342541437,0.4419889502762431,-1.0,0.44751381215469616,-0.4972375690607735,0.7955801104972375,-0.5359116022099447,0.6906077348066298,-0.4530386740331492,0.5248618784530387,-0.4198895027624309,0.4861878453038674,-0.2983425414364641,0.850828729281768,-0.30386740331491713,0.7182320441988951,-0.23756906077348067,0.5524861878453039,-0.23204419889502761,0.5027624309392266,-0.09392265193370165,0.8397790055248618,-0.11049723756906077,0.7182320441988951,-0.06077348066298342,0.569060773480663,-0.04419889502762431,0.4972375690607735,0.11602209944751381,0.7790055248618785,0.08287292817679558,0.6685082872928176,0.10497237569060773,0.5359116022099447,0.11049723756906077
0.0,0.0,0.07936507936507936,-0.2962962962962963,0.2328042328042328,-0.6031746031746031,0.37566137566137564,-0.8253968253968254,0.48148148148148145,-1.0,0.47619047619047616,-0.5238095238095238,0.8042328042328042,-0.5238095238095238,0.7037037037037037,-0.4656084656084656,0.5608465608465608,-0.4444444444444444,0.5185185185185185,-0.32275132275132273,0.8465608465608465,-0.3333333333333333,0.7354497354497355,-0.291005291005291,0.6031746031746031,-0.2751322751322751,0.5396825396825397,-0.12169312169312169,0.8465608465608465,-0.14814814814814814,0.7407407407407407,-0.1164021164021164,0.6084656084656085,-0.09523809523809523,0.544973544973545,0.07936507936507936,0.8042328042328042,0.026455026455026454,0.7037037037037037,0.042328042328042326,0.5873015873015873,0.0582010582010582
0.0,0.0,0.09278350515463918,-0.31958762886597936,0.25773195876288657,-0.6134020618556701,0.4175257731958763,-0.8298969072164949,0.5154639175257731,-1.0,0.5567010309278351,-0.5309278350515464,0.8144329896907216,-0.4742268041237113,0.711340206185567,-0.422680412371134,0.5824742268041238,-0.4175257731958763,0.6030927835051546,-0.33505154639175255,0.8350515463917526,-0.30927835051546393,0.7319587628865979,-0.26804123711340205,0.6237113402061856,-0.25773195876288657,0.6185567010309279,-0.13917525773195877,0.8350515463917526,-0.13917525773195877,0.7371134020618557,-0.0979381443298969,0.6185567010309279,-0.08762886597938144,0.6134020618556701,0.05670103092783505,0.788659793814433,0.02577319587628866,0.6958762886597938,0.04639175257731959,0.5979381443298969,0.05670103092783505
0.0,0.0,0.09473684210526316,-0.3263157894736842,0.2578947368421053,-0.6105263157894737,0.4263157894736842,-0.8315789473684211,0.5210526315789473,-1.0,0.5842105263157895,-0.5210526315789473,0.8263157894736842,-0.47368421052631576,0.7263157894736842,-0.42105263157894735,0.6052631578947368,-0.41578947368421054,0.631578947368421,-0.32105263157894737,0.8578947368421053,-0.30526315789473685,0.7631578947368421,-0.26842105263157895,0.6473684210526316,-0.2578947368421053,0.6473684210526316,-0.12105263157894737,0.8578947368421053,-0.12631578947368421,0.7631578947368421,-0.09473684210526316,0.6473684210526316,-0.08421052631578947,0.6368421052631579,0.07368421052631578,0.8210526315789474,0.03684210526315789,0.7263157894736842,0.05263157894736842,0.6263157894736842,0.06315789473684211
0.0,0.0,0.10752688172043011,-0.3225806451612903,0.2849462365591398,-0.6075268817204301,0.46236559139784944,-0.8279569892473119,0.5645161290322581,-1.0,0.6397849462365591,-0.5053763440860215,0.8655913978494624,-0.41935483870967744,0.7634408602150538,-0.3655913978494624,0.6397849462365591,-0.3763440860215054,0.6827956989247311,-0.3010752688172043,0.8978494623655914,-0.24193548387096775,0.7903225806451613,-0.20967741935483872,0.6666666666666666,-0.21505376344086022,0.6774193548387096,-0.10215053763440861,0.8763440860215054,-0.06989247311827956,0.7741935483870968,-0.043010752688172046,0.6505376344086021,-0.043010752688172046,0.6451612903225806,0.0913978494623656,0.8333333333333334,0.0913978494623656,0.7311827956989247,0.0967741935483871,0.6290322580645161,0.0967741935483871
0.0,0.0,0.12299465240641712,-0.32085561497326204,0.2994652406417112,-0.5935828877005348,0.47058823529411764,-0.8235294117647058,0.5721925133689839,-1.0,0.6470588235294118,-0.5026737967914439,0.8716577540106952,-0.40106951871657753,0.7647058823529411,-0.34759358288770054,0.6417112299465241,-0.3582887700534759,0.6898395721925134,-0.31016042780748665,0.8877005347593583,-0.22994652406417113,0.7914438502673797,-0.1925133689839572,0.6684491978609626,-0.20320855614973263,0.6898395721925134,-0.10160427807486631,0.8716577540106952,-0.058823529411764705,0.7754010695187166,-0.026737967914438502,0.6577540106951871,-0.0374331550802139,0.6631016042780749,0.0962566844919786,0.8342245989304813,0.10160427807486631,0.732620320855615,0.11229946524064172,0.6256684491978609,0.10160427807486631
0.0,0.0,0.12834224598930483,-0.3155080213903743,0.31016042780748665,-0.5935828877005348,0.48128342245989303,-0.8181818181818182,0.5828877005347594,-1.0,0.6577540106951871,-0.49732620320855614,0.8877005347593583,-0.39037433155080214,0.7807486631016043,-0.3315508021390374,0.6577540106951871,-0.34759358288770054,0.7005347593582888,-0.29411764705882354,0.8983957219251337,-0.21390374331550802,0.7967914438502673,-0.17647058823529413,0.6684491978609626,-0.18716577540106952,0.7005347593582888,-0.09090909090909091,0.8877005347593583,-0.0427807486631016,0.786096256684492,-0.0106951871657754,0.6577540106951871,-0.0213903743315508,0.6684491978609626,0.10695187165775401,0.839572192513369,0.11764705882352941,0.7379679144385026,0.12299465240641712,0.6256684491978609,0.10695187165775401
0.0,0.0,0.13903743315508021,-0.32085561497326204,0.3155080213903743,-0.5989304812834224,0.4919786096256685,-0.8235294117647058,0.5935828877005348,-1.0,0.6684491978609626,-0.4919786096256685,0.8823529411764706,-0.37967914438502676,0.7807486631016043,-0.3155080213903743,0.6577540106951871,-0.3315508021390374,0.7112299465240641,-0.2994652406417112,0.893048128342246,-0.20320855614973263,0.7914438502673797,-0.16042780748663102,0.6684491978609626,-0.18181818181818182,0.7058823529411765,-0.0962566844919786,0.8823529411764706,-0.0374331550802139,0.786096256684492,-0.0106951871657754,0.6631016042780749,-0.0213903743315508,0.6737967914438503,0.10160427807486631,0.8342245989304813,0.11229946524064172,0.7433155080213903,0.11764705882352941,0.6363636363636364,0.10695187165775401
0.0,0.0,0.12903225806451613,-0.3172043010752688,0.3064516129032258,-0.5913978494623656,0.478494623655914,-0.8172043010752689,0.5752688172043011,-1.0,0.6612903225806451,-0.4838709677419355,0.8655913978494624,-0.3817204301075269,0.7634408602150538,-0.3225806451612903,0.6451612903225806,-0.3333333333333333,0.7096774193548387,-0.2849462365591398,0.8870967741935484,-0.20967741935483872,0.7849462365591398,-0.17204301075268819,0.6559139784946236,-0.1827956989247312,0.6989247311827957,-0.08064516129032258,0.8709677419354839,-0.03763440860215054,0.7741935483870968,-0.010752688172043012,0.6451612903225806,-0.021505376344086023,0.6666666666666666,0.11290322580645161,0.8225806451612904,0.12365591397849462,0.7258064516129032,0.12365591397849462,0.6182795698924731,0.11290322580645161
0.0,0.0,0.13978494623655913,-0.3225806451612903,0.3118279569892473,-0.5913978494623656,0.4838709677419355,-0.8172043010752689,0.5806451612903226,-1.0,0.6827956989247311,-0.4838709677419355,0.8763440860215054,-0.3763440860215054,0.7634408602150538,-0.3172043010752688,0.6397849462365591,-0.3279569892473118,0.7258064516129032,-0.2903225806451613,0.8870967741935484,-0.20430107526881722,0.7741935483870968,-0.17204301075268819,0.6505376344086021,-0.1827956989247312,0.7150537634408602,-0.0913978494623656,0.8655913978494624,-0.03225806451612903,0.7741935483870968,-0.016129032258064516,0.6451612903225806,-0.026881720430107527,0.6774193548387096,0.10215053763440861,0.8225806451612904,0.11290322580645161,0.7258064516129032,0.11290322580645161,0.6182795698924731,0.10215053763440861
