0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.241610738,-0.046979866,0.44966443,-0.187919463,0.577181208,-0.33557047,0.691275168,-0.429530201,0.342281879,-0.489932886,0.44295302,-0.677852349,0.489932886,-0.785234899,0.523489933,-0.879194631,0.22147651,-0.536912752,0.288590604,-0.765100671,0.322147651,-0.89261745,0.342281879,-1,0.10738255,-0.536912752,0.140939597,-0.751677852,0.167785235,-0.872483221,0.201342282,-0.966442953,-0.013422819,-0.503355705,-0.040268456,-0.67114094,-0.040268456,-0.77852349,-0.033557047,-0.872483221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.241610738,-0.040268456,0.44966443,-0.181208054,0.583892617,-0.32885906,0.691275168,-0.422818792,0.348993289,-0.483221477,0.44966443,-0.67114094,0.503355705,-0.785234899,0.536912752,-0.88590604,0.228187919,-0.530201342,0.288590604,-0.751677852,0.322147651,-0.89261745,0.348993289,-1,0.11409396,-0.530201342,0.140939597,-0.738255034,0.167785235,-0.859060403,0.194630872,-0.959731544,-0.006711409,-0.489932886,-0.026845638,-0.657718121,-0.026845638,-0.765100671,-0.020134228,-0.859060403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.225165563,-0.046357616,0.430463576,-0.178807947,0.556291391,-0.317880795,0.655629139,-0.410596026,0.331125828,-0.490066225,0.437086093,-0.675496689,0.483443709,-0.78807947,0.523178808,-0.887417219,0.21192053,-0.536423841,0.271523179,-0.761589404,0.311258278,-0.894039735,0.331125828,-1,0.099337748,-0.543046358,0.125827815,-0.748344371,0.152317881,-0.874172185,0.17218543,-0.973509934,-0.01986755,-0.503311258,-0.039735099,-0.668874172,-0.046357616,-0.781456954,-0.039735099,-0.874172185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.219354839,-0.051612903,0.425806452,-0.187096774,0.55483871,-0.322580645,0.658064516,-0.412903226,0.329032258,-0.490322581,0.425806452,-0.677419355,0.477419355,-0.793548387,0.509677419,-0.896774194,0.212903226,-0.541935484,0.270967742,-0.761290323,0.303225806,-0.896774194,0.329032258,-1,0.096774194,-0.541935484,0.122580645,-0.748387097,0.15483871,-0.864516129,0.180645161,-0.961290323,-0.025806452,-0.503225806,-0.051612903,-0.670967742,-0.051612903,-0.780645161,-0.04516129,-0.877419355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.225806452,-0.04516129,0.425806452,-0.180645161,0.561290323,-0.316129032,0.664516129,-0.412903226,0.335483871,-0.490322581,0.432258065,-0.677419355,0.483870968,-0.793548387,0.522580645,-0.896774194,0.219354839,-0.541935484,0.277419355,-0.75483871,0.316129032,-0.896774194,0.341935484,-1,0.103225806,-0.541935484,0.135483871,-0.748387097,0.167741935,-0.870967742,0.193548387,-0.961290323,-0.019354839,-0.503225806,-0.04516129,-0.670967742,-0.04516129,-0.780645161,-0.038709677,-0.883870968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.230263158,-0.039473684,0.447368421,-0.171052632,0.592105263,-0.296052632,0.703947368,-0.401315789,0.361842105,-0.486842105,0.453947368,-0.677631579,0.506578947,-0.796052632,0.546052632,-0.894736842,0.230263158,-0.539473684,0.289473684,-0.763157895,0.328947368,-0.894736842,0.368421053,-1,0.105263158,-0.539473684,0.131578947,-0.756578947,0.157894737,-0.881578947,0.190789474,-0.980263158,-0.026315789,-0.5,-0.046052632,-0.671052632,-0.046052632,-0.782894737,-0.039473684,-0.881578947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.226415094,-0.044025157,0.446540881,-0.176100629,0.58490566,-0.314465409,0.698113208,-0.41509434,0.34591195,-0.48427673,0.446540881,-0.679245283,0.496855346,-0.798742138,0.534591195,-0.893081761,0.220125786,-0.534591195,0.27672956,-0.767295597,0.314465409,-0.899371069,0.34591195,-1,0.094339623,-0.534591195,0.119496855,-0.754716981,0.144654088,-0.886792453,0.176100629,-0.993710692,-0.031446541,-0.496855346,-0.050314465,-0.666666667,-0.050314465,-0.773584906,-0.037735849,-0.874213836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.215568862,-0.047904192,0.419161677,-0.179640719,0.562874251,-0.305389222,0.676646707,-0.395209581,0.329341317,-0.48502994,0.425149701,-0.682634731,0.467065868,-0.796407186,0.508982036,-0.892215569,0.209580838,-0.532934132,0.263473054,-0.754491018,0.299401198,-0.892215569,0.323353293,-1,0.083832335,-0.526946108,0.113772455,-0.74251497,0.137724551,-0.868263473,0.167664671,-0.97005988,-0.041916168,-0.491017964,-0.05988024,-0.652694611,-0.05988024,-0.760479042,-0.047904192,-0.856287425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.224852071,-0.053254438,0.431952663,-0.189349112,0.568047337,-0.319526627,0.680473373,-0.408284024,0.331360947,-0.49112426,0.426035503,-0.680473373,0.473372781,-0.798816568,0.514792899,-0.899408284,0.213017751,-0.538461538,0.266272189,-0.75739645,0.295857988,-0.893491124,0.325443787,-1,0.094674556,-0.538461538,0.118343195,-0.73964497,0.147928994,-0.863905325,0.171597633,-0.964497041,-0.029585799,-0.49704142,-0.047337278,-0.656804734,-0.047337278,-0.75739645,-0.041420118,-0.857988166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.225433526,-0.057803468,0.427745665,-0.196531792,0.560693642,-0.323699422,0.670520231,-0.416184971,0.323699422,-0.497109827,0.410404624,-0.687861272,0.456647399,-0.797687861,0.49132948,-0.895953757,0.208092486,-0.537572254,0.260115607,-0.757225434,0.294797688,-0.895953757,0.323699422,-1,0.086705202,-0.531791908,0.115606936,-0.734104046,0.138728324,-0.855491329,0.167630058,-0.953757225,-0.046242775,-0.49132948,-0.057803468,-0.653179191,-0.057803468,-0.751445087,-0.046242775,-0.843930636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.223529412,-0.058823529,0.435294118,-0.188235294,0.564705882,-0.317647059,0.682352941,-0.411764706,0.335294118,-0.517647059,0.423529412,-0.711764706,0.464705882,-0.823529412,0.5,-0.923529412,0.205882353,-0.558823529,0.264705882,-0.770588235,0.305882353,-0.9,0.335294118,-1,0.082352941,-0.552941176,0.111764706,-0.758823529,0.141176471,-0.870588235,0.170588235,-0.958823529,-0.052941176,-0.511764706,-0.070588235,-0.676470588,-0.064705882,-0.776470588,-0.052941176,-0.864705882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.222857143,-0.051428571,0.428571429,-0.177142857,0.565714286,-0.314285714,0.68,-0.411428571,0.337142857,-0.52,0.422857143,-0.714285714,0.462857143,-0.828571429,0.497142857,-0.937142857,0.217142857,-0.56,0.28,-0.771428571,0.32,-0.897142857,0.348571429,-1,0.091428571,-0.56,0.131428571,-0.76,0.154285714,-0.88,0.182857143,-0.971428571,-0.045714286,-0.514285714,-0.062857143,-0.68,-0.062857143,-0.777142857,-0.045714286,-0.868571429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.224043716,-0.049180328,0.420765027,-0.18579235,0.551912568,-0.322404372,0.661202186,-0.415300546,0.322404372,-0.519125683,0.409836066,-0.704918033,0.453551913,-0.819672131,0.491803279,-0.918032787,0.207650273,-0.56284153,0.262295082,-0.770491803,0.295081967,-0.896174863,0.327868852,-1,0.081967213,-0.557377049,0.120218579,-0.759562842,0.142076503,-0.868852459,0.163934426,-0.956284153,-0.049180328,-0.519125683,-0.06557377,-0.683060109,-0.06557377,-0.781420765,-0.054644809,-0.863387978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.228723404,-0.04787234,0.425531915,-0.191489362,0.563829787,-0.335106383,0.670212766,-0.430851064,0.324468085,-0.526595745,0.414893617,-0.707446809,0.457446809,-0.819148936,0.494680851,-0.914893617,0.207446809,-0.569148936,0.271276596,-0.776595745,0.308510638,-0.89893617,0.335106383,-1,0.090425532,-0.563829787,0.127659574,-0.760638298,0.14893617,-0.872340426,0.175531915,-0.962765957,-0.037234043,-0.521276596,-0.058510638,-0.675531915,-0.058510638,-0.776595745,-0.053191489,-0.867021277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.228723404,-0.053191489,0.430851064,-0.196808511,0.569148936,-0.340425532,0.680851064,-0.436170213,0.329787234,-0.526595745,0.420212766,-0.712765957,0.462765957,-0.824468085,0.494680851,-0.925531915,0.212765957,-0.569148936,0.276595745,-0.776595745,0.308510638,-0.89893617,0.335106383,-1,0.10106383,-0.569148936,0.127659574,-0.760638298,0.14893617,-0.872340426,0.170212766,-0.962765957,-0.026595745,-0.526595745,-0.04787234,-0.680851064,-0.053191489,-0.781914894,-0.04787234,-0.877659574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.22513089,-0.047120419,0.42408377,-0.183246073,0.570680628,-0.32460733,0.680628272,-0.42408377,0.329842932,-0.518324607,0.42408377,-0.701570681,0.471204188,-0.811518325,0.518324607,-0.905759162,0.219895288,-0.560209424,0.277486911,-0.769633508,0.314136126,-0.895287958,0.35078534,-1,0.104712042,-0.554973822,0.136125654,-0.748691099,0.162303665,-0.858638743,0.193717277,-0.942408377,-0.020942408,-0.518324607,-0.036649215,-0.67539267,-0.036649215,-0.77486911,-0.02617801,-0.869109948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
